Scanner,Session,Copyright,family,Species,Genus,number,Collection,length,photo,scan lot,symbol,group filename,scan date,Month,Year,kV,uA,Filter,Detector,rotation,Voxel size,slices length,Scan Quality,isolated,fish only ,STL,who uploaded,when uploaded,spec. image,Comments,User1,User2,User3,Backup Drive ,oVert Tag#
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus ablabes,Barbus,59580,AUM,,,,O,BarbusBatch9,8/19/16,8,2016,60,110,1mm Al,1K,,32.8,,,Y,,,Alifaire Noreen,8/29/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus guirali,Barbus,58061,AUM,,,,P,BarbusBatch10,8/19/16,8,2016,60,110,1mm Al,1K,,32.8,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus guirali,Barbus,58061,AUM,,,,Q,BarbusBatch10,8/19/16,8,2016,60,110,1mm Al,1K,,32.8,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus aspilus,Barbus,58151,AUM,,,,R,BarbusBatch10,8/19/16,8,2016,60,110,1mm Al,1K,,32.8,,,Y,,,A. von Hagel,6/18/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus macrops,Barbus,59579,AUM,,,,S,BarbusBatch10,8/19/16,8,2016,60,110,1mm Al,1K,,32.8,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus barotseensis,Barbus,31622,ROM,,,,T,BarbusBatch10,8/19/16,8,2016,60,110,1mm Al,1K,,32.8,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus macinensis,Barbus,59744,AUM,,,,U,BarbusBatch10,8/19/16,8,2016,60,110,1mm Al,1K,,32.8,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus aspilus,Barbus,58062,AUM,,,,W,BarbusBatch10,8/19/16,8,2016,60,110,1mm Al,1K,,32.8,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus aspilus,Barbus,58062,AUM,,,,X,BarbusBatch10,8/19/16,8,2016,60,110,1mm Al,1K,,32.8,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus callipterus,Barbus,19232,AUM,,,,Y,BarbusBatch10,8/19/16,8,2016,60,110,1mm Al,1K,,32.8,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus callipterus,Barbus,19232,AUM,,,,Z,BarbusBatch10,8/19/16,8,2016,60,110,1mm Al,1K,,32.8,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus anema,Barbus,59797,AUM,,,,B,BarbusBatch11,8/20/16,8,2016,60,110,1mm Al,1K,,30.7,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus cf chlorotaenia,Barbus,58086,AUM,,,,C,BarbusBatch11,8/20/16,8,2016,60,110,1mm Al,1K,,30.7,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Devario aequipinnatus,Devario,67214,AUM,,,,D,BarbusBatch11,8/20/16,8,2016,60,110,1mm Al,1K,,30.7,,,Y,,,,,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus hypsolepis,Barbus,43727,ROM,,,,E,BarbusBatch11,8/20/16,8,2016,60,110,1mm Al,1K,,30.7,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus jae,Barbus,58053,AUM,,,,G,BarbusBatch11,8/20/16,8,2016,60,110,1mm Al,1K,,30.7,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus martorelli,Barbus,58191,AUM,,,,H,BarbusBatch11,8/20/16,8,2016,60,110,1mm Al,1K,,30.7,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus jae,Barbus,58144,AUM,,,,J,BarbusBatch11,8/20/16,8,2016,60,110,1mm Al,1K,,30.7,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus huguenyi,Barbus,59780,AUM,,,,K,BarbusBatch11,8/20/16,8,2016,60,110,1mm Al,1K,,30.7,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Labeobarbus sacratus,Labeobarbus,59675,AUM,,,,L,BarbusBatch12,8/20/16,8,2016,60,133,1mm Al,2K,,11.7,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus pobeguini,Barbus,59502,AUM,,,,M,BarbusBatch12,8/20/16,8,2016,60,133,1mm Al,2K,,11.7,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus jae,Barbus,58040,AUM,,,,N,BarbusBatch12,8/20/16,8,2016,60,133,1mm Al,2K,,11.7,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus jae,Barbus,67987,ROM,,,,O,BarbusBatch12,8/20/16,8,2016,60,133,1mm Al,2K,,11.7,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus jae,Barbus,58083,AUM,,,,P,BarbusBatch12,8/20/16,8,2016,60,133,1mm Al,2K,,11.7,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus poechii,Barbus,31623,ROM,,,,A,BarbusBatch13,8/21/16,8,2016,60,110,1mm Al,1K,,60,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus aspilus,Barbus,58062,AUM,,,,B,BarbusBatch13,8/21/16,8,2016,60,110,1mm Al,1K,,60,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus anoplus,Barbus,38279,ROM,,,,D,BarbusBatch13,8/21/16,8,2016,60,110,1mm Al,1K,,60,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus unitaeniatus,Barbus,31938,ROM,,,,C,BarbusBatch13,8/21/16,8,2016,60,110,1mm Al,1K,,60,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus sublineatus,Barbus,59730,AUM,,,,E,BarbusBatch13,8/21/16,8,2016,60,110,1mm Al,1K,,60,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus bigornei,Barbus,59681,AUM,,,,H,BarbusBatch13,8/21/16,8,2016,60,110,1mm Al,1K,,60,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus sp,Barbus,32175,AUM,,,,J,BarbusBatch13,8/21/16,8,2016,60,110,1mm Al,1K,,60,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus neumayeri,Barbus,54511,AUM,,,,K,BarbusBatch13,8/21/16,8,2016,60,110,1mm Al,1K,,60,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus foutensis,Barbus,59567,AUM,,,,G,BarbusBatch14,8/21/16,8,2016,60,110,1mm Al,1K,,44.2,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus arcislongae,Barbus,54516,ROM,,,,I,BarbusBatch14,8/21/16,8,2016,60,110,1mm Al,1K,,44.2,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus kerstenii,Barbus,54690,AUM,,,,L,BarbusBatch14,8/21/16,8,2016,60,110,1mm Al,1K,,44.2,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus ablabes,Barbus,59599,AUM,,,,N,BarbusBatch14,8/21/16,8,2016,60,110,1mm Al,1K,,44.2,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus bigornei,Barbus,59681,AUM,,,,A,BarbusBatch15,8/22/16,8,2016,60,110,1mm Al,2K,,30.7,,,,,,Jonathan Huie,8/15/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus bigornei,Barbus,59681,AUM,,,,B,BarbusBatch15,8/22/16,8,2016,60,110,1mm Al,2K,,30.7,,,,,,Jonathan Huie,8/15/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Rasboroides vaterifloris,Rasboroides,MT16-01,AUM,,,,C,BarbusBatch15,8/22/16,8,2016,60,110,1mm Al,2K,,30.7,,,,,,,,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Rasboroides vaterifloris,Rasboroides,MT16-02,AUM,,,,D,BarbusBatch15,8/22/16,8,2016,60,110,1mm Al,2K,,30.7,,,,,,,,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,"Barbus sp ""plain""",Barbus,58192,AUM,,,,E,BarbusBatch15,8/22/16,8,2016,60,110,1mm Al,2K,,30.7,,,,,,Jonathan Huie,8/15/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus jae,Barbus,58060,AUM,,,,H,BarbusBatch15,8/22/16,8,2016,60,110,1mm Al,2K,,30.7,,,,,,Jonathan Huie,8/15/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus stigmatopygus,Barbus,59758,AUM,,,,J,BarbusBatch15,8/22/16,8,2016,60,110,1mm Al,2K,,30.7,,,,,,Jonathan Huie,8/15/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus spurrelli,Barbus,70753,ROM,,,,R,BarbusBatch16,8/22/16,8,2016,60,110,1mm Al,1K,,62.1,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus inaequalis,Barbus,59786,AUM,,,,S,BarbusBatch16,8/22/16,8,2016,60,110,1mm Al,1K,,62.1,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Clypeobarbus pleuropholis,Clypeobarbus,51631,AUM,,,,T,BarbusBatch16,8/22/16,8,2016,60,110,1mm Al,1K,,62.1,,,Y,,,Jonathan Huie,8/29/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus sp. 1,Barbus,59771,AUM,,,,U,BarbusBatch16,8/22/16,8,2016,60,110,1mm Al,1K,,62.1,,,Y,,,Jonathan Huie,8/29/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Danio cf. danglia,Danio,MT17-1,AUM,,,,V,BarbusBatch16,8/22/16,8,2016,60,110,1mm Al,1K,,62.1,,,Y,,,,,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Danio cf. danglia,Danio,MT17-2,AUM,,,,W,BarbusBatch16,8/22/16,8,2016,60,110,1mm Al,1K,,62.1,,,Y,,,,,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus eburneensis,Barbus,59596,AUM,,,,X,BarbusBatch16,8/22/16,8,2016,60,110,1mm Al,1K,,62.1,,,Y,,,Jonathan Huie,8/29/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus cf. anema,Barbus,58084,AUM,,,,Y,BarbusBatch16,8/22/16,8,2016,60,110,1mm Al,1K,,62.1,,,Y,,,Jonathan Huie,8/29/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus atromaculatus,Barbus,51245,AUM,,,,Z,BarbusBatch16,8/22/16,8,2016,60,110,1mm Al,1K,,62.1,,,Y,,,Jonathan Huie,8/29/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Labeobarbus sp,Labeobarbus,58140,AUM,,,,B,BarbusBatch16,8/22/16,8,2016,60,110,1mm Al,1K,,62.1,,,Y,,,Jonathan Huie,8/29/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus ditensis,Barbus,59564,AUM,,,,C,BarbusBatch16,8/22/16,8,2016,60,110,1mm Al,1K,,62.1,,,Y,,,Jonathan Huie,8/29/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus spurrelli,Barbus,70756,ROM,,,,D,BarbusBatch16,8/22/16,8,2016,60,110,1mm Al,1K,,62.1,,,Y,,,Jonathan Huie,8/15/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus cf. viviparus,Barbus,54506,ROM,,,,F,BarbusBatch16,8/22/16,8,2016,60,110,1mm Al,1K,,62.1,,,Y,,,Jonathan Huie,8/29/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus viviparus,Barbus,32046,ROM,,,,I,BarbusBatch16,8/22/16,8,2016,60,110,1mm Al,1K,,62.1,,,Y,,,Jonathan Huie,8/29/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus perince,Barbus,54684,AUM,,,,J,BarbusBatch16,8/22/16,8,2016,60,110,1mm Al,1K,,62.1,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus cf. nigeriensis,Barbus,59770,AUM,,,,K,BarbusBatch16,8/22/16,8,2016,60,110,1mm Al,1K,,62.1,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Clypeobarbus pleuropholis,Clypeobarbus,51249,AUM,,,,L,BarbusBatch16,8/22/16,8,2016,60,110,1mm Al,1K,,62.1,,,Y,,,Jonathan Huie,8/29/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus dialeonensis,Barbus,59504,AUM,,,,R,BarbusBatch17,8/22/16,8,2016,60,110,1mm Al,1K,,33.5,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus holotaenia,Barbus,58087,AUM,,,,S,BarbusBatch17,8/22/16,8,2016,60,110,1mm Al,1K,,33.5,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Clypeobarbus pleuropholis,Clypeobarbus,51243,AUM,,,,T,BarbusBatch17,8/22/16,8,2016,60,110,1mm Al,1K,,33.5,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus jae,Barbus,58112,AUM,,,,U,BarbusBatch17,8/22/16,8,2016,60,110,1mm Al,1K,,33.5,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus cf. macrops,Barbus,59772,AUM,,,,V,BarbusBatch17,8/22/16,8,2016,60,110,1mm Al,1K,,33.5,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus punctitaeniatus,Barbus,67990,ROM,,,,W,BarbusBatch17,8/22/16,8,2016,60,110,1mm Al,1K,,33.5,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus pobeguini,Barbus,59543,AUM,,,,X,BarbusBatch17,8/22/16,8,2016,60,110,1mm Al,1K,,33.5,,,Y,,,Alifaire Noreen,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Paedocypris progenetica,Paedocypris,MT01-1,AUM,,,,A,BarbusBatch18,8/23/16,8,2016,60,133,1mm Al,2K,,6,,,,,,,,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Paedocypris progenetica,Paedocypris,MT01-2,AUM,,,,B,BarbusBatch18,8/23/16,8,2016,60,133,1mm Al,2K,,6,,,,,,,,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Paedocypris progenetica,Paedocypris,MT01-3,AUM,,,,C,BarbusBatch18,8/23/16,8,2016,60,133,1mm Al,2K,,6,,,,,,,,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Paedocypris progenetica,Paedocypris,MT01-4,AUM,,,,D,BarbusBatch18,8/23/16,8,2016,60,133,1mm Al,2K,,6,,,,,,,,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus hypsolepis,Barbus,28526,ROM,,,,H,BarbusBatch19,8/23/16,8,2016,60,133,1mm Al,2k,,8.9,,,Y,,,A. von Hagel,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus sp.,Barbus,59645,AUM,,,,J,BarbusBatch19,8/23/16,8,2016,60,133,1mm Al,2k,,8.9,,,Y,,,A. von Hagel,8/1/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Danio erythomicron,Danio,MT14-1,AUM,,,,G,BarbusBatch19,8/23/16,8,2016,60,133,1mm Al,2k,,8.9,,,Y,,,,,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Danio erythomicron,Danio,MT14-2,AUM,,,,N,BarbusBatch19,8/23/16,8,2016,60,133,1mm Al,2k,,8.9,,,Y,,,,,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Sawbwa resplendens,Sawbwa,MT13-1,AUM,,,,O,BarbusBatch19,8/23/16,8,2016,60,133,1mm Al,2k,,8.9,,,Y,,,,,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus poechii,Barbus,54264,ANSP,,,,B,BarbusBatch20,8/24/16,8,2016,60,110,1mm Al,1K,,71.4,,,,,,Alifaire Noreen,8/29/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus conchonius,Barbus,83978,ANSP,,,,C,BarbusBatch20,8/24/16,8,2016,60,110,1mm Al,1K,,71.4,,,,,,Alifaire Noreen,8/29/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus everetti,Barbus,100188,ANSP,,,,D,BarbusBatch20,8/24/16,8,2016,60,110,1mm Al,1K,,71.4,,,,,,Alifaire Noreen,8/29/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus spp.,Barbus,180081,ANSP,,,,F,BarbusBatch20,8/24/16,8,2016,60,110,1mm Al,1K,,71.4,,,,,,Alifaire Noreen,8/29/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus callensis,Barbus,157999,ANSP,,,,I,BarbusBatch20,8/24/16,8,2016,60,110,1mm Al,1K,,71.4,,,,,,A. von Hagel,8/2/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus meridonalis petenyi,Barbus,82496,ANSP,,,,J,BarbusBatch20,8/24/16,8,2016,60,110,1mm Al,1K,,71.4,,,,,,Alifaire Noreen,8/29/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus afrohamiltoni,Barbus,177949,ANSP,,,,K,BarbusBatch20,8/24/16,8,2016,60,110,1mm Al,1K,,71.4,,,,,,A. von Hagel,8/2/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus bynni,Barbus,14541,ANSP,,,,L,BarbusBatch20,8/24/16,8,2016,60,110,1mm Al,1K,,71.4,,,,,,A. von Hagel,8/2/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus kessleri,Barbus,37929,ANSP,,,,M,BarbusBatch20,8/24/16,8,2016,60,110,1mm Al,1K,,71.4,,,,,,Alifaire Noreen,8/29/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus caudovittatus,Barbus,66682,ANSP,,,,N,BarbusBatch20,8/24/16,8,2016,60,110,1mm Al,1K,,71.4,,,,,,A. von Hagel,8/2/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus eutaenia,Barbus,37974,ANSP,,,,O,BarbusBatch20,8/24/16,8,2016,60,110,1mm Al,1K,,71.4,,,,,,Alifaire Noreen,8/29/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,tbd,,MT09-1A,AUM,,,,O,BarbusBatch21,8/24/16,8,2016,60,133,1mm Al,2K,,9.2,,,,,,,,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,tbd,,MT07-2,AUM,,,,P,BarbusBatch21,8/24/16,8,2016,60,133,1mm Al,2K,,9.2,,,,,,,,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,tbd,,MT09-1B,AUM,,,,R,BarbusBatch21,8/24/16,8,2016,60,133,1mm Al,2K,,9.2,,,,,,,,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,tbd,,MT09-2,AUM,,,,S,BarbusBatch21,8/24/16,8,2016,60,133,1mm Al,2K,,9.2,,,,,,,,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,tbd,,MT11-1,AUM,,,,T,BarbusBatch21,8/24/16,8,2016,60,133,1mm Al,2K,,9.2,,,,,,,,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus holotaenia,Barbus,37963,ANSP,,,,T,BarbusBatch22,8/24/16,8,2016,60,110,1mm Al,1K,,60,,,Y,,,A. von Hagel,8/2/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus anoplus,Barbus,51284,ANSP,,,,U,BarbusBatch22,8/24/16,8,2016,60,110,1mm Al,1K,,60,,,Y,,,A. von Hagel,8/2/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Pseudobarbus phlegothon,Pseudobarbus,177935,ANSP,,,,V,BarbusBatch22,8/24/16,8,2016,60,110,1mm Al,1K,,60,,,Y,,,A. von Hagel,8/2/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Pseudobarbus asper,Pseudobarbus,177936,ANSP,,,,W,BarbusBatch22,8/24/16,8,2016,60,110,1mm Al,1K,,60,,,Y,,,A. von Hagel,8/2/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus altus,Barbus,58910,ANSP,,,,X,BarbusBatch22,8/24/16,8,2016,60,110,1mm Al,1K,,60,,,Y,,,A. von Hagel,8/2/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus macrops,Barbus,15800,ANSP,,,,Y,BarbusBatch22,8/24/16,8,2016,60,110,1mm Al,1K,,60,,,Y,,,A. von Hagel,8/2/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus unitaeniatus,Barbus,37957,ANSP,,,,Z,BarbusBatch22,8/24/16,8,2016,60,110,1mm Al,1K,,60,,,Y,,,A. von Hagel,8/2/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus miolepis,Barbus,66998,ANSP,,,,C,BarbusBatch22,8/24/16,8,2016,60,  ,1mm Al,1K,,60,,,Y,,,A. von Hagel,8/2/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus barbus,Barbus,6123,ANSP,,,,E,BarbusBatch22,8/24/16,8,2016,60,110,1mm Al,1K,,60,,,Y,,,A. von Hagel,8/2/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus concharis,Barbus,39889,ANSP,,,,H,BarbusBatch22,8/24/16,8,2016,60,110,1mm Al,1K,,60,,,Y,,,A. von Hagel,8/2/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus gurneyi,Barbus,51286,ANSP,,,,C,BarbusBatch25,8/25/16,8,2016,60,110,1mm Al,1K,,50,,,Y,,,A. von Hagel,8/2/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus paludinosus,Barbus,51547,ANSP,,,,D,BarbusBatch25,8/25/16,8,2016,60,110,1mm Al,1K,,50,,,Y,,,A. von Hagel,8/2/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus humilis,Barbus,189338,ANSP,,,,G,BarbusBatch25,8/25/16,8,2016,60,110,1mm Al,1K,,50,,,Y,,,A. von Hagel,8/2/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus nigrofasciatus ,Barbus,73392,ANSP,,,,H,BarbusBatch25,8/25/16,8,2016,60,110,1mm Al,1K,,50,,,Y,,,A. von Hagel,8/2/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus werneri,Barbus,189354,ANSP,,,,J,BarbusBatch25,8/25/16,8,2016,60,110,1mm Al,1K,,50,,,Y,,,A. von Hagel,8/2/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus titus,Barbus,65987,ANSP,,,,K,BarbusBatch25,8/25/16,8,2016,60,110,1mm Al,1K,,50,,,Y,,,A. von Hagel,8/2/2017,,,,,,,
Bruker Skyscan 1173,MalorieHayes,,Cyprinidae,Barbus radiatus,Barbus,128738,ANSP,,,,L,BarbusBatch25,8/25/16,8,2016,60,110,1mm Al,1K,,50,,,Y,,,A. von Hagel,8/2/2017,,,,,,,
Bruker Skyscan 1173,JeffJensen,,Embiotocidae,Neoditrema ransonnetii,Neoditrema,89-124,SIO,,,,N,SurfPerch2,8/25/16,8,2016,60,110,1mm Al,1K,,71.4,,,,,,A. von Hagel,8/9/2017,,,,,,,
Bruker Skyscan 1173,JeffJensen,,Embiotocidae,Hyperprosopon anale,Hyperprosopon,08-177,SIO,,,,H,SurfPerch2,8/25/16,8,2016,60,110,1mm Al,1K,,71.4,,,,,,Willa Summers,8/1/2017,,,,,,,
Bruker Skyscan 1173,JeffJensen,,Embiotocidae,Rhacochilus toxotes,Rhacochilus,73-101,SIO,,,,S,SurfPerch2,8/25/16,8,2016,60,110,1mm Al,1K,,71.4,,,,,,A. von Hagel,8/9/2017,,,,,,,
